BOOK_ID,PUBL_DATE,SUBSET,P(INIT)_CTRL
4314,1919,CTRL,0.4048909596940762
4412,1920,CTRL,0.3586617259705519
4424,1920,CTRL,0.4468594452592203
4431,1920,CTRL,0.8110000981341978
4478,1920,CTRL,0.5029513753953466
4521,1921,CTRL,0.628586774531483
4541,1921,CTRL,0.31355672881886965
4564,1921,CTRL,0.4991939924549802
4621,1921,CTRL,0.6549341331699856
4643,1922,CTRL,0.6167166732211691
4652,1922,CTRL,0.3125364076936942
4653,1922,CTRL,0.48883927121087056
4655,1922,CTRL,0.6126677782568613
4815,1901,CTRL,0.2604049781493888
4827,1905,CTRL,0.06527249608641328
4835,1908,CTRL,0.47948269891521444
4861,1917,CTRL,0.5649424358400832
4866,1918,CTRL,0.8330318859073831
10008,1923,CTRL,0.4046701766207207
10032,1924,CTRL,0.3356163734814148
10039,1925,CTRL,0.37321505790706877
10210,1923,CTRL,0.7290356019760429
10224,1924,CTRL,0.4808474008931467
10238,1925,CTRL,0.46463652491497154
10245,1925,CTRL,0.348390686723577
10254,1926,CTRL,0.6987885155493367
10267,1927,CTRL,0.8528084570394373
10277,1927,CTRL,0.8155256283743811
10295,1928,CTRL,0.3561265179671901
10299,1928,CTRL,0.8125694006217604
10302,1929,CTRL,0.4140927147968624
10306,1929,CTRL,0.38204448767503896
10312,1929,CTRL,0.6488932983503217
10313,1929,CTRL,0.7706206762672827
10381,1932,CTRL,0.42423387988101713
10386,1932,CTRL,0.5249459568920989
10400,1933,CTRL,0.2715822143706017
10410,1933,CTRL,0.27373685310972173
10447,1934,CTRL,0.7939364466678621
10469,1935,CTRL,0.47530026696898797
10482,1935,CTRL,0.4771697918496933
10499,1936,CTRL,0.8374651576405558
10509,1936,CTRL,0.721546270877949
10551,1938,CTRL,0.34391603994156994
10566,1938,CTRL,0.3847842812331106
10567,1938,CTRL,0.8049707426575646
10618,1940,CTRL,0.453502088692079
10631,1941,CTRL,0.5519640156179237
10635,1941,CTRL,0.7776715727870982
10646,1941,CTRL,0.476609957751316
10664,1942,CTRL,0.3922708761142817
10686,1942,CTRL,0.31566278268684733
10693,1942,CTRL,0.4424840589050395
10713,1943,CTRL,0.23235440486695458
10719,1943,CTRL,0.7819285967543613
10748,1944,CTRL,0.6576445150653265
10758,1944,CTRL,0.6320517901749098
10763,1944,CTRL,0.8867653513994813
10771,1945,CTRL,0.7412067043808195
10804,1946,CTRL,0.4991103316939801
10817,1946,CTRL,0.6810879378845789
10840,1947,CTRL,0.6470544193643423
10842,1947,CTRL,0.4256766429983899
10852,1947,CTRL,0.33710684712922034
10871,1947,CTRL,0.3291161854242355
10893,1948,CTRL,0.5019972461779787
10916,1948,CTRL,0.5255239774402596
10924,1948,CTRL,0.5869216718346076
10951,1949,CTRL,0.4559691142042591
10959,1949,CTRL,0.41150242678372617
10979,1950,CTRL,0.6624240921549127
10986,1950,CTRL,0.6162559296748074
10996,1950,CTRL,0.2736951910227582
11002,1950,CTRL,0.06686149785781847
11039,1930,CTRL,0.6600816316820768
11059,1937,CTRL,0.5650876436214229
11077,1943,CTRL,0.2519260146077429
11083,1945,CTRL,0.7042378324523269
11107,1923,CTRL,0.14587117855481535
11112,1923,CTRL,0.3128435125510034
11124,1924,CTRL,0.7497872908691228
11135,1924,CTRL,0.5355393654180364
11152,1925,CTRL,0.39665510441728746
11167,1926,CTRL,0.2897838178087929
11179,1926,CTRL,0.5883614761842701
11184,1926,CTRL,0.570844134562734
11192,1927,CTRL,0.7037809733881037
11205,1927,CTRL,0.588791374716626
11235,1928,CTRL,0.4472173146401274
11238,1928,CTRL,0.7515635213081653
11281,1930,CTRL,0.6817256682538876
11283,1930,CTRL,0.7546632707261955
11291,1930,CTRL,0.20714623534053855
11329,1931,CTRL,0.5711810967967396
11333,1931,CTRL,0.3827741580640708
11342,1931,CTRL,0.7590065574206395
11350,1931,CTRL,0.6092180797026729
11377,1932,CTRL,0.8139809199701857
11387,1932,CTRL,0.4499959219447923
11392,1933,CTRL,0.593300274266469
11398,1933,CTRL,0.7667932266685886
11428,1934,CTRL,0.25924508372163524
11429,1934,CTRL,0.3061465630838691
11431,1934,CTRL,0.4436559581469477
11467,1935,CTRL,0.2952054006688304
11471,1935,CTRL,0.47443063139742847
11487,1936,CTRL,0.5028418121246302
11490,1936,CTRL,0.5100342401268951
11519,1937,CTRL,0.5711053793346316
11528,1937,CTRL,0.7748114667707581
11547,1937,CTRL,0.5618013231872758
11573,1938,CTRL,0.43509284547751936
11597,1939,CTRL,0.6232679566231105
11601,1939,CTRL,0.7554867515242101
11628,1939,CTRL,0.6817451735951912
11636,1939,CTRL,0.5827640066296389
11645,1940,CTRL,0.3980333714634011
11649,1940,CTRL,0.7463826517397489
11658,1940,CTRL,0.2882170764616401
11690,1941,CTRL,0.471186597315303
11717,1942,CTRL,0.16435614928681275
11736,1943,CTRL,0.3939340601814796
11747,1944,CTRL,0.6128119748457239
11761,1945,CTRL,0.6666852278923524
11766,1945,CTRL,0.44650499546156586
11792,1946,CTRL,0.6681736857980434
11818,1946,CTRL,0.24518852954472337
11853,1948,CTRL,0.6144390501820278
11894,1949,CTRL,0.5825474432537487
11897,1949,CTRL,0.4928181814096394
20005,1951,CTRL,0.8367624280225546
20010,1951,CTRL,0.7058302556138016
20034,1951,CTRL,0.3698457011809251
20041,1951,CTRL,0.7195883419328072
20044,1952,CTRL,0.5196126671436283
20056,1952,CTRL,0.783960020176254
20059,1952,CTRL,0.381716162001547
20073,1952,CTRL,0.46199544286686245
20087,1953,CTRL,0.5497513225152192
20095,1953,CTRL,0.7936070528015441
20110,1953,CTRL,0.17921806059374223
20129,1954,CTRL,0.326518952118115
20159,1954,CTRL,0.5205860836205245
20162,1954,CTRL,0.47058354587370155
20170,1954,CTRL,0.5165344482718256
20172,1955,CTRL,0.28788322973053704
20183,1955,CTRL,0.07335425980684707
20187,1955,CTRL,0.6637155130651874
20202,1955,CTRL,0.8659807997015958
20211,1956,CTRL,0.6437737841751956
20213,1956,CTRL,0.18502495713670952
20225,1956,CTRL,0.5931538457075336
20269,1957,CTRL,0.6735225910740358
20272,1957,CTRL,0.5827725772275902
20281,1957,CTRL,0.5381213146379151
20303,1957,CTRL,0.8692602756260726
20310,1958,CTRL,0.3552909127934376
20328,1958,CTRL,0.5485083370518891
20334,1958,CTRL,0.24032301860345362
20351,1958,CTRL,0.6211465217552146
20357,1959,CTRL,0.5300599751432225
20358,1959,CTRL,0.44806710284994966
20377,1959,CTRL,0.3663183910078298
20389,1959,CTRL,0.3179324428900273
20405,1960,CTRL,0.6914895831066324
20406,1960,CTRL,0.08459477872503585
20427,1960,CTRL,0.4715217306454941
20436,1960,CTRL,0.8666669666822019
20441,1961,CTRL,0.8008848746121193
20462,1961,CTRL,0.4485624119973908
20471,1961,CTRL,0.6066656262409975
20474,1961,CTRL,0.5556034314959011
20484,1962,CTRL,0.6962709666910999
20485,1962,CTRL,0.2975109785017116
20496,1962,CTRL,0.7775889225877511
20502,1962,CTRL,0.1689812741162663
20531,1963,CTRL,0.2422268483703558
20539,1963,CTRL,0.41615782154715575
20547,1963,CTRL,0.348670481670465
20562,1963,CTRL,0.6271943521060681
20570,1964,CTRL,0.8456480226381118
20572,1964,CTRL,0.05698563158356407
20599,1964,CTRL,0.3318412974910826
20621,1965,CTRL,0.851769863399954
20637,1965,CTRL,0.6543711057551103
20640,1965,CTRL,0.4097885182143336
20666,1965,CTRL,0.885629498332736
20675,1966,CTRL,0.5632589910392112
20704,1966,CTRL,0.28092244633227337
20716,1966,CTRL,0.23863056941505467
20723,1966,CTRL,0.28048872485625287
20726,1967,CTRL,0.4700963921520983
20733,1967,CTRL,0.4866739697064927
20740,1967,CTRL,0.31222004323775787
20749,1967,CTRL,0.30225722389959164
20769,1968,CTRL,0.25049425581843654
20772,1968,CTRL,0.29997517640022775
20784,1968,CTRL,0.4132132889577609
20801,1968,CTRL,0.5221420650885344
20823,1969,CTRL,0.5151485113008608
20824,1969,CTRL,0.338780815521189
20850,1969,CTRL,0.7136360323381308
20863,1969,CTRL,0.6496849543964358
20867,1970,CTRL,0.2621891056553499
20880,1970,CTRL,0.44615395999051466
20901,1970,CTRL,0.5432255838851092
20910,1970,CTRL,0.384331061561626
20946,1971,CTRL,0.6011508184460386
20988,1971,CTRL,0.7091207426232478
20991,1971,CTRL,0.326211412874687
20999,1971,CTRL,0.5857561838979093
21012,1972,CTRL,0.49321486699620976
21031,1972,CTRL,0.31538106071378924
21062,1972,CTRL,0.27731634976762154
21066,1972,CTRL,0.5519133305170116
21081,1973,CTRL,0.4426911308268888
21133,1973,CTRL,0.47170196818922827
21134,1973,CTRL,0.15078434792942597
21153,1973,CTRL,0.11356542844292206
21161,1974,CTRL,0.6480159571403847
21165,1974,CTRL,0.46739032698455985
21209,1974,CTRL,0.16392750216940977
21255,1975,CTRL,0.634437827466737
21284,1975,CTRL,0.497776828580054
21287,1975,CTRL,0.2415837619511192
21320,1976,CTRL,0.4903579362419537
21321,1976,CTRL,0.33885434391433733
21325,1976,CTRL,0.22724298105066243
21347,1976,CTRL,0.31584811145297365
21395,1977,CTRL,0.4899186388096263
21428,1977,CTRL,0.08477731847089731
21437,1977,CTRL,0.1476776927023643
21507,1978,CTRL,0.768208341739826
21530,1978,CTRL,0.46773742677172947
21532,1978,CTRL,0.28959239431952566
21592,1978,CTRL,0.43974137291148085
21595,1979,CTRL,0.5939558899798909
21624,1979,CTRL,0.19776747870595945
21645,1979,CTRL,0.7034003835559002
21674,1979,CTRL,0.07646864729926206
21699,1980,CTRL,0.5132342710698388
21734,1980,CTRL,0.6434593242289621
21747,1980,CTRL,0.3267421080078339
21780,1980,CTRL,0.38115969194259613
21825,1981,CTRL,0.3018025470784963
21878,1981,CTRL,0.35290086051815983
21894,1981,CTRL,0.6183901086619363
21913,1981,CTRL,0.7804898072199954
21928,1982,CTRL,0.49755900534277353
21930,1982,CTRL,0.33042174947246805
21966,1982,CTRL,0.3340341281234842
21996,1982,CTRL,0.5755033847674017
22037,1983,CTRL,0.13827315496628279
22118,1983,CTRL,0.30644241287899665
22130,1983,CTRL,0.3960040214789273
22139,1983,CTRL,0.8599174667455564
22147,1984,CTRL,0.7253106564849778
22221,1984,CTRL,0.41861751273604775
22235,1984,CTRL,0.4865999109690171
22275,1984,CTRL,0.5666502347184048
22303,1985,CTRL,0.5338480909613306
22348,1985,CTRL,0.47811859088007724
22370,1985,CTRL,0.46296384816759595
22405,1985,CTRL,0.4974440258109396
22508,1986,CTRL,0.7437074070832221
22535,1986,CTRL,0.3786019986179435
22554,1986,CTRL,0.4584584103848752
22600,1986,CTRL,0.3521038209250851
22623,1987,CTRL,0.38144910321755443
22641,1987,CTRL,0.6413021006171377
22652,1987,CTRL,0.44231825093428645
22742,1987,CTRL,0.13119972593851303
22815,1988,CTRL,0.5491645814429496
22881,1988,CTRL,0.3558466423664619
22901,1988,CTRL,0.24647227857511111
22947,1988,CTRL,0.41012285025451667
23107,1989,CTRL,0.10897995851766162
23123,1989,CTRL,0.5613262970945547
23189,1989,CTRL,0.528113833180528
23237,1989,CTRL,0.5035951154001166
23251,1990,CTRL,0.2430542697103114
23261,1990,CTRL,0.5787520561819415
23306,1990,CTRL,0.5135996862094936
23310,1990,CTRL,0.41294774768897846
23474,1953,CTRL,0.32687429093558207
23483,1956,CTRL,0.17741768739421382
23513,1964,CTRL,0.30997513371245256
23551,1974,CTRL,0.48590863368040405
23554,1975,CTRL,0.7521391005143395
23563,1977,CTRL,0.36272042176807096
23664,1991,CTRL,0.5264125253646981
23670,1991,CTRL,0.44027799573123405
23674,1991,CTRL,0.4294313695453297
23841,1992,CTRL,0.41734292982412147
23844,1992,CTRL,0.31836263988176616
23857,1992,CTRL,0.6110373896959416
23886,1993,CTRL,0.6176456034243213
23985,1993,CTRL,0.7514004331464132
23991,1993,CTRL,0.25673057612902295
24019,1994,CTRL,0.552906728965628
24053,1994,CTRL,0.5715121943252727
24098,1994,CTRL,0.8246127972038311
24201,1995,CTRL,0.5358287658263312
24250,1995,CTRL,0.04301177438953041
24257,1995,CTRL,0.47426068869999694
24415,1996,CTRL,0.7380837187728881
24450,1997,CTRL,0.4980597968709306
24508,1997,CTRL,0.22810713799347182
24698,1998,CTRL,0.5626513218374518
24762,1998,CTRL,0.665190547112124
24925,1999,CTRL,0.42319873677239195
24942,1999,CTRL,0.8942381951681305
24970,1999,CTRL,0.5882988374499714
24973,1999,CTRL,0.4414765265668952
25079,2000,CTRL,0.8920760276898907
25154,2000,CTRL,0.8315628598971607
25195,2000,CTRL,0.6937527786405433
25275,1991,CTRL,0.4480478094947701
25314,1992,CTRL,0.27408958306084574
25392,1993,CTRL,0.36218105092076314
25498,1994,CTRL,0.8442234118934618
25608,1995,CTRL,0.45885342095238313
25711,1996,CTRL,0.5230406957778551
25728,1996,CTRL,0.10541563529119435
25735,1996,CTRL,0.6471559039326342
25761,1997,CTRL,0.7525023341809445
25777,1997,CTRL,0.699685783733361
25950,1998,CTRL,0.17292862649430152
25958,1998,CTRL,0.792823589336036
26167,2000,CTRL,0.35717683143024226
