,BOOK_ID,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,WRITTEN_AS,PUBL_CITY,PUBLISHER,PUBL_DATE,SOURCE,NATIONALITY,GENRE,CLEAN?,SUBSET
3022,20041,00020041.txt,390,The disappearance,Wylie,Philip,A_03731,,New York,Rinehart,1951,k,American,,c,CTRL
3023,20043,00020043.txt,225,Catch-as-catch-can,Armstrong,Charlotte,A_00084,,New York,oward-McCann,1952,k,American,,c,PARG
3024,20044,00020044.txt,643,Foundation and empire,Asimov,Isaac,A_00095,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1952,k,American,SCI,c,CTRL
3026,20046,00020046.txt,118,Recipe for homicide,Blochman,Lawrence G.,A_00310,,Philadelphia,Lippincott,1952,k,American,,c,SENT
3030,20050,00020050.txt,33,The hidden flower,Buck,Pearl S.,A_00453,,London,Methuen,1952,k,American,,c,SENT
3032,20052,00020052.txt,250,The silver Chalice,Costain,Thomas B.,A_00758,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1952,k,American,,c,PARG
3036,20056,00020056.txt,144,Giant,Ferber,Edna,A_01149,,New York,Grosset & Dunlap,1952,k,American,,c,CTRL
3038,20059,00020059.txt,194,The case of the moth-eaten mink,Gardner,Erle Stanley,A_01300,,New York,William Morrow & Co.,1952,k,American,,c,CTRL
3039,20060,00020060.txt,32,Don't cry for me,Gault,William Campbell,A_01322,,New York,E.P. Dutton,1952,k,American,,c,SENT
3042,20063,00020063.txt,2499,The old man and the sea,Hemingway,Ernest,A_01622,,New York,Charles Scribner's Sons,1952,k,American,CAN,c,NOVL
3045,20066,00020066.txt,135,This island earth,Jones,Raymond F.,A_01841,,Chicago,Shasta Publishers,1952,k,American,,c,NOVL
3052,20073,00020073.txt,410,Wise blood,O'Connor,Flannery,A_02585,,New York,"""Harcourt, Brace & Co.""",1952,k,American,CAN,c,CTRL
3055,20076,00020076.txt,44,The haploids,Sohl,Jerry,A_03202,,New York,Rinehart,1952,k,American,,c,SENT
3056,20077,00020077.txt,195,This crooked way,Spencer,Elizabeth,A_03219,,New York,"""Dodd, Mead & Co.""",1952,k,American,,c,NOVL
3057,20078,00020078.txt,108,Kiss me: deadly,Spillane,Mickey,A_03223,,New York,E.P. Dutton,1952,k,American,DET,c,NOVL
3063,20085,00020085.txt,2080,The adventures of Augie March,Bellow,Saul,A_00242,,New York,Viking Press,1953,k,American,CAN,c,PARG
3065,20087,00020087.txt,554,7 1/2 cents,Bissell,Richard,A_00296,,Boston/Mass.,"""s. : Little, Brown""",1953,k,American,,c,CTRL
3067,20089,00020089.txt,140,The lights in the sky are stars,Brown,Fredric,A_00424,,New York,E.P. Dutton,1953,k,American,,c,NOVL
3069,20091,00020091.txt,62,13 white tulips,Crane,Frances,A_00776,,New York,Random House,1953,k,American,,c,PARG
3073,20095,00020095.txt,34,Man of many minds,Evans,E. Everett,A_01103,,Pa.,"""Reading, Fantasy Press""",1953,k,American,,c,CTRL
3078,20101,00020101.txt,31,Welcome home: Mrs. Jordon,Lambert,Janet,A_01978,,New York,E.P. Dutton,1953,k,American,,c,SENT
3079,20102,00020102.txt,255,Tooner Schooner,Lasswell,Mary,A_01993,,Boston,Houghton Mifflin Co.,1953,k,American,,c,SENT
3080,20103,00020103.txt,62,The green millennium,Leiber,Fritz,A_02037,,New York,Abelard Press,1953,k,American,,c,NOVL
3081,20104,00020104.txt,57,The star seekers,Lesser,Milton,A_02049,,Philadelphia,Winston,1953,k,American,,c,NOVL
3087,20110,00020110.txt,130,The bridges at Toko-ri,Michener,James A.,A_02394,,New York,Fawcett Crest,1953,k,American,,,CTRL
3091,20115,00020115.txt,33,Murder in the gunroom,Piper,H. Beam,A_02756,,New York,Alfred A. Knopf,1953,g,American,,,SENT
3096,20120,00020120.txt,44,The river is home,Smith,Patrick D.,A_03182,,Boston,"""Little, Brown""",1953,k,American,,c,SENT
3099,20123,00020123.txt,275,The golden spiders,Stout,Rex,A_03282,,New York,Viking Press,1953,k,American,,c,NOVL
3101,20125,00020125.txt,362,More than human,Sturgeon,Theodore,A_03307,,New York,"""Farrar, Straus & Young""",1953,k,American,,c,PARG
3105,20129,00020129.txt,199,A man born again: Saint Thomas More,Beahn,John Edward,A_00209,,Milwaukee,Bruce Pub. Co.,1954,k,American,,c,CTRL
3108,20132,00020132.txt,65,The coral princess murders,Crane,Frances,A_00776,,New York,Random House,1954,k,American,,c,PARG
3110,20134,00020134.txt,34,Martin Pippin in the daisy-field,Farjeon,Eleanor,A_01125,,Oxford,N.p. niversity Press,1954,k,British,,c,SENT
3111,20135,00020135.txt,245,Silas Timberman,Fast,Howard,A_01139,,New York,Blue Heron Press,1954,k,American,,c,NOVL
3119,20143,00020143.txt,72,Kilkenny,L'Amour,Louis,A_01970,,New York,Fawcett Gold Medal,1954,k,American,,,NOVL
3123,20147,00020147.txt,42,The law at Randado,Leonard,Elmore,A_02043,,Boston,Houghton Mifflin Co.,1954,k,American,,c,NOVL
3131,20155,00020155.txt,59,Sayonara,Michener,James A.,A_02394,,,"""Greenwich, Conn., Fawcett Publications""",1954,k,American,,,SENT
3132,20156,00020156.txt,154,A spy in the house of love,Nin,Anais,A_02557,,New York/Paris,British Book Centre,1954,k,American,,c,SENT
3134,20158,00020158.txt,320,The dawning of the day,Ogilvie,Elisabeth,A_02599,,New York,McGraw-Hill,1954,k,American,,c,NOVL
3135,20159,00020159.txt,95,Home is where the heart is,Pace,Mildred Mastin,A_02629,,New York,Whittlesey House,1954,k,American,,c,CTRL
3137,20161,00020161.txt,120,The wicked pavilion,Powell,Dawn,A_02793,,Boston,Houghton Mifflin Co.,1954,k,American,,c,PARG
3138,20162,00020162.txt,75,Tell her it's murder,Reilly,Helen,A_02871,,New York,Random House,1954,k,American,,c,CTRL
3145,20170,00020170.txt,76,The Ponder heart,Welty,Eudora,A_03566,,New York,"""Harcourt, Brace & Co.""",1954,k,American,,c,CTRL
3147,20172,00020172.txt,446,The end of eternity,Asimov,Isaac,A_00095,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1955,k,American,SCI,c,CTRL
3150,20175,00020175.txt,138,Martians: go home,Brown,Fredric,A_00424,,New York,E.P. Dutton,1955,k,American,,c,PARG
3154,20180,00020180.txt,32,The body snatchers,Finney,Jack,A_01163,,New York,Dell,1955,k,American,,c,NOVL
3157,20183,00020183.txt,143,In a farther country,Goyen,William,A_01421,,New York,Random House,1955,k,American,,c,CTRL
3159,20186,00020186.txt,31,Star ship on Saddle Mountain,Hallam,Atlantis,A_01512,,New York,Macmillan Co.,1955,k,American,,c,NOVL
3160,20187,00020187.txt,52,Tunnel in the sky,Heinlein,Robert A.,A_01615,,New York,Ace,1955,k,American,SCI,c,CTRL
3161,20188,00020188.txt,87,Catch-22,Heller,Joseph,A_01617,,New York,Simon & Schuster,1955,k,American,,c,NOVL
3166,20194,00020194.txt,1063,A charmed life,McCarthy,Mary,A_02303,,New York,"""Harcourt, Brace & Co.""",1955,k,American,,c,PARG
3167,20195,00020195.txt,51,The long body,McCloy,Helen,A_02308,,New York,Random House,1955,k,American,,c,SENT
3170,20198,00020198.txt,32,Sargasso of space,Norton,Andre,A_02573,,New York,Gnome Press,1955,k,American,,c,SENT
3171,20199,00020199.txt,1803,Ten North Frederick,O'Hara,John,A_02588,,New York,Random House,1955,k,American,CAN,c,PARG
3174,20202,00020202.txt,50,Sabotage in space,Rockwell,Carey,A_02945,,New York,Grosset & Dunlap,1955,k,American,,c,CTRL
3175,20203,00020203.txt,322,The token,Shellabarger,Samuel,A_03104,,Boston,"""Little, Brown""",1955,k,American,,c,NOVL
3177,20205,00020205.txt,480,Before midnight,Stout,Rex,A_03282,,New York,Viking Press,1955,k,American,,c,SENT
3180,20208,00020208.txt,41,Star bridge,Williamson,Jack,A_03656,,New York/N.Y.,. : Ace Books,1955,k,American,,c,SENT
3181,20209,00020209.txt,2398,Marjorie Morningstar,Wouk,Herman,A_03717,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1955,k,American,,c,PARG
3182,20211,00020211.txt,63,The brave cowboy,Abbey,Edward,A_00002,,New York,"""Dodd, Mead & Co.""",1956,k,American,,c,CTRL
3184,20213,00020213.txt,1107,Giovanni's room,Baldwin,James,A_00139,,New York,Dial Press,1956,k,American,CAN,c,CTRL
3185,20214,00020214.txt,59,The lenient beast,Brown,Fredric,A_00424,,New York,E.P. Dutton,1956,k,American,,c,NOVL
3190,20219,00020219.txt,56,Horror on the Ruby X,Crane,Frances,A_00776,,New York,Random House,1956,k,American,,c,NOVL
3191,20220,00020220.txt,272,Caleb: my son,Daniels,Lucy,A_00846,,Philadelphia,Lippincott,1956,k,American,,c,PARG
3196,20225,00020225.txt,49,The world Jones made,Dick,Philip K,A_00929,,New York,Ace Books,1956,k,American,SCI,c,CTRL
3200,20229,00020229.txt,250,The man who was not with it,Gold,Herbert,A_01388,,Boston,"""Little, Brown""",1956,k,American,,c,NOVL
3202,20231,00020231.txt,159,Nuni,Griffin,John Howard,A_01463,,Boston,Houghton Mifflin Co.,1956,k,American,,c,SENT
3213,20242,00020242.txt,48,Badge of evil,Masterson,Whit,A_02270,,New York,"""Dodd, Mead""",1956,k,American,,c,SENT
3214,20243,00020243.txt,115,The shrinking man,Matheson,Richard,A_02271,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1956,k,American,,c,PARG
3217,20247,00020247.txt,38,Quiet days in Clichy,Miller,Henry,A_02407,,Paris,Olympia Press,1956,k,American,,c,SENT
3222,20252,00020252.txt,106,Unhappy Hooligan,Palmer,Stuart,A_02642,,New York,Harper & Bros.,1956,k,American,,c,NOVL
3225,20255,00020255.txt,109,This scorching earth,Richie,Donald,A_02898,,,"""Rutland, Vt., Tuttle""",1956,k,American,,c,PARG
3226,20256,00020256.txt,75,The power,Robinson,Frank M.,A_02934,,Philadelphia,Lippincott,1956,k,American,,c,SENT
3234,20264,00020264.txt,589,Dandelion wine,Bradbury,Ray,A_00363,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1957,k,American,,c,SENT
3235,20265,00020265.txt,73,Rogue in space,Brown,Fredric,A_00424,,New York,E.P. Dutton,1957,k,American,,c,NOVL
3237,20268,00020268.txt,265,Fire: burn!,Carr,John Dickson,A_00565,,New York,Harper & Bros.,1957,k,American,,c,SENT
3238,20269,00020269.txt,138,Death of an old sinner,Davis,Dorothy,A_00861,,New York,Charles Scribner's Sons,1957,k,American,,c,CTRL
3241,20272,00020272.txt,71,The green odyssey,Farmer,Philip Jose,A_01128,,New York,Ballantine Books,1957,k,American,,c,CTRL
3242,20273,00020273.txt,144,The town,Faulkner,William,A_01140,,New York,Vintage Books,1957,k,American,CAN,c,NOVL
3247,20279,00020279.txt,99,Citizen of the galaxy,Heinlein,Robert A.,A_01615,,New York,Charles Scribner's Sons,1957,k,American,SCI,c,PARG
3249,20281,00020281.txt,146,Deep water,Highsmith,Patricia,A_01650,,New York,Harper & Bros.,1957,k,American,,c,CTRL
3250,20282,00020282.txt,652,Some came running,Jones,James,A_01837,,New York,Charles Scribner's Sons,1957,k,American,,c,PARG
3251,20283,00020283.txt,734,On the Road,Kerouac,Jack,A_01893,,New York,Viking,1957,k,American,CAN,c,PARG
3256,20288,00020288.txt,37,The price of murder,MacDonald,John D.,A_02169,,,"""Greenwich, Conn., Fawcett""",1957,k,American,,c,SENT
3258,20291,00020291.txt,33,Aubade,Martin,Kenneth,A_02258,,London,Chapman & Hall,1957,k,American,,c,NOVL
3259,20292,00020292.txt,74,The slayer and the slain,McCloy,Helen,A_02308,,New York,Random House,1957,k,American,,c,SENT
3265,20298,00020298.txt,459,Atlas shrugged,Rand,Ayn,A_02843,,New York,New American Library,1957,k,American,,c,NOVL
3267,20301,00020301.txt,38,The time dissolver,Sohl,Jerry,A_03202,,New York,Avon Publications,1957,k,American,,c,PARG
3269,20303,00020303.txt,66,Big planet,Vance,Jack,A_03462,,New York,Avalon Books,1957,k,American,,c,CTRL
3272,20306,00020306.txt,214,A glass rose,Bankowsky,Richard,A_00151,,New York,Random House,1958,k,American,,c,SENT
3275,20310,00020310.txt,174,Crazy in Berlin,Berger,Thomas,A_00267,,New York,Charles Scribner's Sons,1958,k,American,,c,CTRL
3276,20312,00020312.txt,82,Breakfast at Tiffany's,Capote,Truman,A_00542,,London,Hamish Hamilton,1958,k,American,CAN,c,PARG
3278,20314,00020314.txt,114,This is Adam,Cheney,Brainard,A_00629,,New York,"""McDowell, Obolensky""",1958,k,American,,c,SENT
3279,20315,00020315.txt,229,The impetuous mistress,Coxe,George Harmon,A_00769,,New York,Alfred A. Knopf,1958,k,American,,c,PARG
3282,20318,00020318.txt,866,Around the world with Auntie Mame,Dennis,Patrick,A_00913,,New York,"""Harcourt, Brace & Co.""",1958,k,American,,c,SENT
3287,20323,00020323.txt,104,A game for the living,Highsmith,Patricia,A_01650,,New York,Harper & Bros.,1958,k,American,,c,NOVL
3289,20325,00020325.txt,250,The underground city,Humes,H. L.,A_01733,,New York,Random House,1958,k,American,,c,NOVL
3292,20328,00020328.txt,393,The Dharma bums,Kerouac,Jack,A_01893,,New York,Viking Press,1958,k,American,,c,CTRL
3295,20331,00020331.txt,49,Radigan,L'Amour,Louis,A_01970,,New York,Bantam Bks,1958,k,American,,,SENT
3298,20334,00020334.txt,124,The doomsters,Millar,Kenneth,A_02399,1.0,New York,Alfred A. Knopf,1958,k,American,,c,CTRL
3302,20338,00020338.txt,79,Legacy of a spy,Maxfield,Henry S,A_02279,,New York,Harper & Bros.,1958,k,American,,c,NOVL
3303,20339,00020339.txt,95,The admen,Mead,Shepherd,A_02362,,New York,Simon & Schuster,1958,k,American,,c,PARG
3308,20344,00020344.txt,117,The lost country,Salamanca,J. R,A_03009,,New York,Simon & Schuster,1958,k,American,,c,PARG
3313,20349,00020349.txt,35,First on the moon,Sutton,Jeff,A_03318,,New York,Ace Books,1958,k,American,,c,NOVL
3315,20351,00020351.txt,39,Anatomy of a murder,Voelker,John D.,A_03476,1.0,London,Faber & Faber,1958,k,American,,c,CTRL
3321,20357,00020357.txt,254,The seventeen widows of Sans Souci,Armstrong,Charlotte,A_00084,,New York,Coward-McCann,1959,k,American,,c,CTRL
3322,20358,00020358.txt,150,Henderson the rain king,Bellow,Saul,A_00242,,New York,Penguin Books,1959,k,American,CAN,c,CTRL
3330,20366,00020366.txt,757,Mrs. Bridge,Connell,Evan S.,A_00713,,New York,Viking Press,1959,k,American,,c,SENT
3332,20368,00020368.txt,2970,Advise and consent,Drury,Allen,A_01001,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1959,k,American,,c,SENT
3334,20370,00020370.txt,176,Not in solitude,Gantz,Kenneth Franklin,A_01297,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1959,k,American,,c,SENT
3337,20374,00020374.txt,522,Starship troopers,Heinlein,Robert A.,A_01615,,New York,Putnam,1959,k,American,SCI,c,SENT
3338,20376,00020376.txt,190,Men die,Humes,H. L.,A_01733,,New York,Random House,1959,k,American,,c,NOVL
3339,20377,00020377.txt,439,Doctor Sax,Kerouac,Jack,A_01893,,New York,Grove Press,1959,k,American,CAN,c,CTRL
3346,20385,00020385.txt,59,Killers wedge,McBain,Ed,A_02291,,New York,Simon & Schuster,1959,k,American,,c,NOVL
3347,20386,00020386.txt,68,King's ransom,McBain,Ed,A_02291,,New York,Simon & Schuster,1959,k,American,,c,PARG
3348,20387,00020387.txt,110,Return to Peyton Place,Metalious,Grace,A_02384,,New York,J. Messner,1959,k,American,,c,PARG
3350,20389,00020389.txt,104,Dead Warrior,Myers,John Myers,A_02522,,New York,Hillman Books,1959,k,American,,c,CTRL
3351,20390,00020390.txt,402,Children of the albatross,Nin,Anais,A_02557,,,"""Denver, Swallow Press""",1959,k,American,,c,PARG
3353,20392,00020392.txt,61,Miss America,Stern,Daniel,A_03255,,New York,Random House,1959,k,American,,c,NOVL
3355,20394,00020394.txt,418,The thirteenth apostle,Vale,Eugene,A_03445,,New York,Charles Scribner's Sons,1959,k,American,,c,NOVL
3358,20397,00020397.txt,146,The high crusade,Anderson,Poul,A_00069,,N.Y.,Baen Books,1960,k,American,,c,PARG
3366,20405,00020405.txt,167,The rounders,Evans,Max,A_01106,,New York,Macmillan Co.,1960,k,American,,c,CTRL
3367,20406,00020406.txt,61,Killing cousins,Flora,Fletcher,A_01196,,New York,Macmillan Co.,1960,k,American,,c,CTRL
3370,20409,00020409.txt,104,Tristessa,Kerouac,Jack,A_01893,,New York,"""Avon Book Division, Hearst Corporation""",1960,k,American,,c,NOVL
3374,20413,00020413.txt,215,The Ferguson affair,Millar,Kenneth,A_02399,1.0,New York,Alfred A. Knopf,1960,k,American,,c,SENT
3375,20414,00020414.txt,1227,Decision at Delphi,MacInnes,Helen,A_02182,,New York,"""Harcourt, Brace & Co.""",1960,k,American,,c,SENT
3380,20419,00020419.txt,66,The heckler,McBain,Ed,A_02291,,New York,Simon & Schuster,1960,k,American,,c,PARG
3386,20425,00020425.txt,851,Two weeks in another town,Shaw,Irwin,A_03097,,New York,Random House,1960,k,American,,c,PARG
3387,20426,00020426.txt,56,Notions,Sheckley,Robert,A_03100,,New York,Bantam Books,1960,k,American,,c,PARG
3388,20427,00020427.txt,67,Store of infinity,Sheckley,Robert,A_03100,,New York,Bantam Books,1960,k,American,,c,CTRL
3389,20428,00020428.txt,180,Weekend in Dinlock,Sigal,Clancy,A_03137,,Boston,Houghton Mifflin Co.,1960,k,American,,c,NOVL
3392,20431,00020431.txt,1769,Set this house on fire,Styron,William,A_03309,,New York,Random House,1960,k,American,CAN,c,SENT
3393,20432,00020432.txt,154,Where the boys are,Swarthout,Glendon Fred,A_03320,,New York,Random House,1960,k,American,,c,NOVL
3395,20434,00020434.txt,188,The Chapman report,Wallace,Irving,A_03496,,New York,Simon & Schuster,1960,k,American,,c,SENT
3397,20436,00020436.txt,144,Butcher's Crossing,Williams,John,A_03644,,New York,Macmillan Co.,1960,k,American,,c,CTRL
3399,20438,00020438.txt,117,After Pentecost,Bankowsky,Richard,A_00151,,New York,Random House,1961,k,American,,c,PARG
3402,20441,00020441.txt,910,A prologue to love,Caldwell,Taylor,A_00519,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1961,k,American,,c,CTRL
3404,20443,00020443.txt,252,The witch of the low-tide,Carr,John Dickson,A_00565,,New York,Harper & Bros.,1961,k,American,,c,PARG
3405,20444,00020444.txt,108,High on a hill,Daniels,Lucy,A_00846,,New York,McGraw-Hill,1961,k,American,,c,PARG
3409,20448,00020448.txt,391,Little me,Dennis,Patrick,A_00913,,New York,E.P. Dutton,1961,k,American,,c,SENT
3416,20457,00020457.txt,78,Sackett,L'Amour,Louis,A_01970,,New York,Bantam Bks,1961,k,American,,,NOVL
3417,20458,00020458.txt,78,Wedding bells,Lambert,Janet,A_01978,,New York,E.P. Dutton,1961,k,American,,c,SENT
3418,20459,00020459.txt,68,The big time,Leiber,Fritz,A_02037,,New York,Ace Books,1961,k,American,,c,SENT
3420,20461,00020461.txt,203,The Wycherly woman,Millar,Kenneth,A_02399,1.0,New York,Alfred A. Knopf,1961,k,American,,c,NOVL
3421,20462,00020462.txt,1499,A new life,Malamud,Bernard,A_02213,,New York,"""Farrar, Straus & Cudahy""",1961,k,American,,c,CTRL
3430,20471,00020471.txt,479,The carpetbaggers,Robbins,Harold,A_02918,,New York,Simon & Schuster,1961,k,American,,c,CTRL
3433,20474,00020474.txt,456,The final deduction,Stout,Rex,A_03282,,New York,Viking Press,1961,k,American,,c,CTRL
3434,20475,00020475.txt,1704,Mila 18,Uris,Leon,A_03442,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1961,k,American,,c,NOVL
3435,20476,00020476.txt,735,Mother Night,Vonnegut,Kurt,A_03478,,New York,Medal Books,1961,k,American,,c,SENT
3436,20477,00020477.txt,342,The pawnbroker,Wallant,Edward Lewis,A_03498,,New York,"""Harcourt, Brace & Co.""",1961,k,American,,c,PARG
3439,20480,00020480.txt,662,Something wicked this way comes,Bradbury,Ray,A_00363,,New York,Simon & Schuster,1962,k,American,,c,SENT
3443,20484,00020484.txt,297,King Rat,Clavell,James,A_00663,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1962,k,American,,,CTRL
3444,20485,00020485.txt,208,When they come from space,Clifton,Mark,A_00669,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1962,k,American,,c,CTRL
3453,20495,00020495.txt,403,The case of the blonde bonanza,Gardner,Erle Stanley,A_01300,,New York,William Morrow & Co.,1962,k,American,,c,PARG
3454,20496,00020496.txt,191,Unwise child,Garrett,Randall,A_01311,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1962,k,American,,c,CTRL
3457,20499,00020499.txt,348,The bones of plenty,Hudson,Lois Phillips,A_01723,,Boston,"""Little, Brown""",1962,k,American,,c,NOVL
3460,20502,00020502.txt,337,Big Sur,Kerouac,Jack,A_01893,,New York,"""Farrar, Straus & Cudahy""",1962,k,American,CAN,c,CTRL
3461,20503,00020503.txt,1464,One flew over the cuckoo's nest,Kesey,Ken,A_01898,,New York,Viking Press,1962,k,American,,c,PARG
3464,20506,00020506.txt,337,Let's go for broke,Lasswell,Mary,A_01993,,Boston,Houghton Mifflin Co.,1962,k,American,,c,SENT
3465,20507,00020507.txt,158,Love and friendship,Lurie,Alison,A_02150,,New York,Macmillan Co.,1962,k,American,,c,SENT
3472,20514,00020514.txt,1322,Pale fire,Nabokov,Vladimir Vladimirovich,A_02524,,New York,Putnam,1962,k,American,CAN,c,SENT
3473,20515,00020515.txt,171,The defiant agents,Norton,Andre,A_02573,,,"""Cleveland, World Pub. Co.""",1962,k,American,,c,NOVL
3476,20518,00020518.txt,1419,A simple honorable man,Richter,Conrad,A_02901,,New York,Alfred A. Knopf,1962,k,American,,c,PARG
3481,20523,00020523.txt,201,Knave of hearts,Linington,Elizabeth,A_02086,1.0,New York,Morrow,1962,k,American,,c,PARG
3484,20526,00020526.txt,623,Gambit,Stout,Rex,A_03282,,New York,Viking Press,1962,k,American,,c,NOVL
3489,20531,00020531.txt,3017,Herzog,Bellow,Saul,A_00242,,New York,Viking,1963,k,American,,c,CTRL
3493,20535,00020535.txt,669,Textures of life,Calisher,Hortense,A_00521,,Boston,"""Little, Brown""",1963,k,American,,c,NOVL
3497,20539,00020539.txt,352,Run River,Didion,Joan,A_00938,,New York,I. Obolensky,1963,k,American,,c,CTRL
3498,20540,00020540.txt,185,Seconds,Ely,David,A_01083,,New York,Pantheon Books,1963,k,American,,c,PARG
3500,20542,00020542.txt,177,The expendable man,Hughes,Dorothy B.,A_01728,,New York,Random House,1963,k,American,,c,SENT
3505,20547,00020547.txt,57,The drowner,MacDonald,John D.,A_02169,,,"""Greenwich, Conn., Fawcett Publications""",1963,k,American,,c,CTRL
3506,20548,00020548.txt,1493,The Venetian affair,MacInnes,Helen,A_02182,,New York,"""Harcourt, Brace & Co.""",1963,k,American,,c,SENT
3507,20549,00020549.txt,218,Ten plus one,McBain,Ed,A_02291,,New York,Simon & Schuster,1963,k,American,,c,PARG
3509,20551,00020551.txt,255,Leaving Cheyenne,McMurtry,Larry,A_02354,,New York,Harper & Bros.,1963,k,American,,c,NOVL
3510,20552,00020552.txt,116,"""Dudley: there is no tomorrow! """"Then how about this afternoon?""""""",Mead,Shepherd,A_02362,,New York,Simon & Schuster,1963,k,American,,c,PARG
3511,20553,00020553.txt,2678,Caravans,Michener,James A.,A_02394,,New York,Random House,1963,k,American,,,PARG
3513,20555,00020555.txt,229,The odyssey of Kostas Volakis,Petrakis,Harry Mark,A_02720,,New York,D. McKay Co.,1963,k,American,,c,NOVL
3515,20557,00020557.txt,990,V.,Pynchon,Thomas,A_02830,,Philadelphia,Lippincott,1963,k,American,CAN,c,SENT
3520,20562,00020562.txt,512,Supreme Court,Tully,Andrew,A_03421,,New York,Simon & Schuster,1963,k,American,,c,CTRL
3524,20566,00020566.txt,88,The death of the orange trees,White,Claire Nicolas,A_03594,,New York,Harper & Bros.,1963,k,American,,c,NOVL
3526,20569,00020569.txt,59,Adam M-1,Anderson,William C.,A_00072,,New York,Crown Publishers,1964,k,American,,c,PARG
3527,20570,00020570.txt,2102,The rector of Justin,Auchincloss,Louis,A_00104,,Boston,Houghton Mifflin Co.,1964,k,American,,c,CTRL
3529,20572,00020572.txt,451,Nova Express,Burroughs,William S.,A_00494,,New York,Grove Press,1964,k,American,,c,CTRL
3533,20576,00020576.txt,197,In the last analysis,Heilbrun,Carolyn,A_01612,1.0,New York,Macmillan Co.,1964,k,American,,c,SENT
3536,20579,00020579.txt,68,The three stigmata of Palmer Eldritch,Dick,Philip K,A_00929,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1964,k,American,SCI,c,NOVL
3542,20585,00020585.txt,433,The case of the horrified heirs,Gardner,Erle Stanley,A_01300,,New York,William Morrow & Co.,1964,k,American,,c,PARG
3544,20587,00020587.txt,540,Farnham's freehold,Heinlein,Robert A.,A_01615,,New York,Putnam,1964,k,American,,c,NOVL
3553,20596,00020596.txt,106,A purple place for dying,MacDonald,John D.,A_02169,,,"""Greenwich, Conn., Fawcett""",1964,k,American,,c,SENT
3554,20597,00020597.txt,102,Nightmare in pink,MacDonald,John D.,A_02169,,New York,Fawcett Gold Medal,1964,k,American,,c,PARG
3556,20599,00020599.txt,114,The quick red fox,MacDonald,John D.,A_02169,,,"""Greenwich, Conn. : Gold Medal Books/Fawcett Publications""",1964,k,American,,c,CTRL
3557,20600,00020600.txt,201,Scarlet plume,Manfred,Frederick Feikema,A_02222,,New York,Trident Press,1964,k,American,,c,SENT
3564,20607,00020607.txt,333,And on the eighth day,Queen,Ellery,A_02832,,New York,Random House,1964,k,American,,c,NOVL
3567,20610,00020610.txt,143,Day of the guns,Spillane,Mickey,A_03223,,New York,E.P. Dutton,1964,k,American,,c,PARG
3572,20615,00020615.txt,1084,The man,Wallace,Irving,A_03496,,New York,Simon & Schuster,1964,k,American,,c,NOVL
3578,20621,00020621.txt,1049,Death in the castle,Buck,Pearl S.,A_00453,,New York,John Day Co.,1965,k,American,,c,CTRL
3586,20629,00020629.txt,228,The arrows of Hercules,De Camp,L. Sprague,A_00886,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1965,k,American,,c,NOVL
3589,20632,00020632.txt,171,Totempole,Friedman,Sanford,A_01264,,New York,E.P. Dutton,1965,k,American,,c,SENT
3594,20637,00020637.txt,1069,Midnight cowboy,Herlihy,James Leo,A_01635,,New York,Simon & Schuster,1965,k,American,,c,CTRL
3597,20640,00020640.txt,107,The Sackett brand,L'Amour,Louis,A_01970,,New York,Bantam Books,1965,k,American,,,CTRL
3600,20643,00020643.txt,1668,An American Dream,Mailer,Norman,A_02208,,New York,Dial Press,1965,k,American,,c,SENT
3601,20644,00020644.txt,351,He who hesitates,McBain,Ed,A_02291,,New York,Delacorte Press,1965,k,American,,c,SENT
3602,20645,00020645.txt,403,The orchard keeper,McCarthy,Cormac,A_02301,,New York,Random House,1965,k,American,,c,PARG
3603,20646,00020646.txt,114,The carefully considered rape of the world,Mead,Shepherd,A_02362,,New York,Simon & Schuster,1965,k,American,,c,NOVL
3605,20648,00020648.txt,116,The green berets,Moore,Robin,A_02460,,New York,Crown Publishers,1965,k,American,,c,PARG
3614,20657,00020657.txt,414,Death by inches,Linington,Elizabeth,A_02086,1.0,New York,W. Morrow,1965,k,American,,c,PARG
3619,20662,00020662.txt,132,The death dealers,Spillane,Mickey,A_03223,,New York,E.P. Dutton,1965,k,American,,c,NOVL
3623,20666,00020666.txt,782,The tin can tree,Tyler,Anne,A_03432,,New York,Alfred A. Knopf,1965,k,American,,,CTRL
3624,20667,00020667.txt,69,Of the farm,Updike,John,A_03440,,New York,Fawcett,1965,k,American,CAN,c,SENT
