,BOOK_ID,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,WRITTEN_AS,PUBL_CITY,PUBLISHER,PUBL_DATE,SOURCE,NATIONALITY,GENRE,CLEAN?,SUBSET
2140,11084,00011084.txt,1778,Brideshead revisited,Waugh,Evelyn,A_03538,,Boston,"""Little, Brown""",1945,k,British,,c,PARG
2141,11085,00011085.txt,195,The hollow,Christie,Agatha,A_00647,,New York,"""Dodd, Mead & Co.""",1946,k,British,,c,PARG
2145,11089,00011089.txt,374,Under the volcano,Lowry,Malcolm,A_02142,,New York,Reynal & Hitchcock,1947,k,British,,c,NOVL
2146,11090,00011090.txt,542,The light and the dark,Snow,C. P.,A_03199,,New York,Charles Scribner's Sons,1947,k,British,,c,PARG
2147,11091,00011091.txt,1478,Pilgrim's Inn,Goudge,Elizabeth,A_01416,,New York,Coward-McCann,1948,k,British,,c,NOVL
2148,11093,00011093.txt,1579,Cry: the beloved country,Paton,Alan,A_02665,,New York,Charles Scribner's Sons,1948,k,South Africa,,c,PARG
2150,11096,00011096.txt,2022,Nineteen eighty-four,Orwell,George,A_02616,,New York,"""Harcourt, Brace & Co.""",1949,k,British,,c,SENT
2153,11099,00011099.txt,135,The lion: the witch and the wardrobe,Lewis,C. S.,A_02058,,London,G. Bles,1950,k,British,,c,SENT
2155,11101,00011101.txt,111,Farewell My Lovely,Chandler,Raymond,A_00607,,New York,Alfred A. Knopf,1940,k,American,DET,c,NOVL
2156,11102,00011102.txt,0,The High Window,Chandler,Raymond,A_00607,,New York,Alfred A. Knopf,1942,k,American,DET,c,SENT
2158,11104,00011104.txt,19,The cat's eye,Freeman,R. Austin,A_01255,,London,Hodder & Stoughton,1923,k,British,,,SENT
2159,11105,00011105.txt,23,The Freelands,Galsworthy,John,A_01295,,London,W. Heinemann Ltd.,1923,k,British,,,SENT
2160,11106,00011106.txt,10,The skin game,Galsworthy,John,A_01295,,London,Buckworth,1923,k,British,,,NOVL
2161,11107,00011107.txt,16,The secret of the sandhills,Gask,Arthur,A_01318,,London,Jenkins,1923,k,Australian,,,CTRL
2162,11108,00011108.txt,19,Anderby Wold,Holtby,Winifred,A_01684,,London,"""John Lane, the Bodley Head""",1923,k,British,,,PARG
2165,11111,00011111.txt,195,Hieroglyphics,Machen,Arthur,A_02181,,New York,Alfred A. Knopf,1923,k,Welsh,,,NOVL
2166,11112,00011112.txt,15,Hurricane Jack of the Vital Spark,Munro,Neil,A_02509,,Edinburgh/London,Blackwood,1923,k,Scottish,,,CTRL
2169,11115,00011115.txt,17,Blue hand,Wallace,Edgar,A_03493,,New York,A.L. Burt,1923,k,British,,,PARG
2172,11118,00011118.txt,23,The adventures of Sally,Wodehouse,P. G.,A_03684,,London,H. Jenkins,1923,k,British,,,PARG
2178,11124,00011124.txt,826,The white monkey,Galsworthy,John,A_01295,,New York,Charles Scribner's Sons,1924,k,British,,,CTRL
2179,11125,00011125.txt,17,The secret of the garden,Gask,Arthur,A_01318,,London,Jenkins,1924,k,Australian,,,NOVL
2189,11135,00011135.txt,19,The sea-hawk,Sabatini,Rafael,A_03001,,Boston/New York,Houghton Mifflin Co.,1924,k,Italian,,,CTRL
2190,11136,00011136.txt,70,The strolling saint,Sabatini,Rafael,A_03001,,Boston/New York,Houghton Mifflin Co.,1924,k,Italian,,,SENT
2193,11139,00011139.txt,153,Leave it to Psmith,Wodehouse,P. G.,A_03684,,New York,George H. Doran Co.,1924,k,British,,,SENT
2199,11145,00011145.txt,14,The shadow of the wolf,Freeman,R. Austin,A_01255,,New York,"""Dodd, Mead & Co.""",1925,k,British,,,NOVL
2200,11146,00011146.txt,21,The dawn of reckoning,Hilton,James,A_01657,,London,Thornton Butterworth,1925,k,British,,,PARG
2203,11149,00011149.txt,197,St. Mawr,Lawrence,D. H.,A_02006,,London,M. Secker,1925,k,British,,c,NOVL
2204,11150,00011150.txt,34,The great Pandolfo,Locke,William John,A_02106,,London,"""John Lane, the Bodley Head""",1925,k,British,,,SENT
2206,11152,00011152.txt,134,The shining pyramid,Machen,Arthur,A_02181,,London,M. Secker,1925,k,Welsh,,,CTRL
2211,11157,00011157.txt,147,Ducdame,Powys,John Cowper,A_02799,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1925,k,English,,,PARG
2213,11159,00011159.txt,36,Love,Von Arnim,Elizabeth,A_03477,,London,Macmillan Co.,1925,k,British,,,NOVL
2218,11164,00011164.txt,21,Death at Swaythling court,Stewart,Alfred Walter,A_03264,1.0,Boston,"""Little, Brown, & Co.""",1926,k,British,,,PARG
2221,11167,00011167.txt,20,The D'Arblay mystery,Freeman,R. Austin,A_01255,,London,Hodder & Stoughton,1926,k,British,,,CTRL
2222,11168,00011168.txt,888,The silver spoon,Galsworthy,John,A_01295,,New York,Charles Scribner's Sons,1926,k,British,,,SENT
2228,11174,00011174.txt,221,Bellarion the fortunate,Sabatini,Rafael,A_03001,,Boston,Houghton Mifflin Co.,1926,k,Italian,,,SENT
2229,11175,00011175.txt,23,The tavern knight,Sabatini,Rafael,A_03001,,New York,Grosset & Dunlap,1926,k,Italian,,,PARG
2230,11176,00011176.txt,42,The beadle,Smith,Pauline,A_03183,,London,J. Cape,1926,k,South African,,,SENT
2233,11179,00011179.txt,17,The joker,Wallace,Edgar,A_03493,,London,Hodder & Stoughton,1926,k,British,,,CTRL
2235,11181,00011181.txt,20,The square emerald,Wallace,Edgar,A_03493,,London,Hodder & Stoughton Ltd.,1926,k,British,,,PARG
2238,11184,00011184.txt,14,Uneasy money,Wodehouse,P. G.,A_03684,,London,Methuen,1926,k,British,,,CTRL
2240,11186,00011186.txt,14,The snake and the sword,Wren,Percival Christopher,A_03718,,New York,Grosset & Dunlap,1926,k,British,,,SENT
2246,11192,00011192.txt,28,The secret of Father Brown,Chesterton,G. K.,A_00638,,New York,Burt,1927,k,British,,,CTRL
2250,11196,00011196.txt,20,Inspector French and the Starvel tragedy,Crofts,Freeman Wills,A_00792,,London,W. Collins,1927,k,Irish,,,PARG
2254,11200,00011200.txt,21,The magic casket,Freeman,R. Austin,A_01255,,New York,"""Dodd, Mead & Co.""",1927,k,British,,,NOVL
2255,11201,00011201.txt,17,Knock four times,Irwin,Margaret,A_01756,,London,W. Heinemann,1927,k,British,,,SENT
2258,11204,00011204.txt,16,Emily's quest,Montgomery,L. M.,A_02448,,New York,Grosset & Dunlap,1927,k,Canadian,,,SENT
2259,11205,00011205.txt,40,Crazy pavements,Nichols,Beverley,A_02552,,New York,George H. Doran Co.,1927,k,British,,,CTRL
2260,11206,00011206.txt,47,The love-child,Olivier,Edith,A_02606,,New York,Viking,1927,k,British,,,PARG
2265,11211,00011211.txt,13,The melody of death,Wallace,Edgar,A_03493,,New York,"""L. MacVeagh, the Dial Press""",1927,k,British,,,PARG
2271,11217,00011217.txt,28,The house of Dr. Edwardes,Palmer,John,A_02640,1.0,Boston,"""Little, Brown, & Co.""",1928,k,British,,,NOVL
2273,11219,00011219.txt,21,The silk stocking murders,Cox,Anthony Berkeley,A_00766,1.0,Garden City/N.Y.,George H. Doran Co.,1928,k,British,,,PARG
2279,11225,00011225.txt,18,Tragedy at Ravensthorpe,Stewart,Alfred Walter,A_03264,1.0,Boston,Little,1928,k,British,,,PARG
2288,11234,00011234.txt,34,The footsteps at the lock,Knox,Ronald Arbuthnott,A_01943,,London,Methuen,1928,k,British,,c,NOVL
2289,11235,00011235.txt,457,Lady Chatterley's lover,Lawrence,D. H.,A_02006,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1928,k,British,,c,CTRL
2290,11236,00011236.txt,16,A fragment of life,Machen,Arthur,A_02181,,London,M. Secker,1928,k,Welsh,,,NOVL
2292,11238,00011238.txt,38,Memoirs of a fox-hunting man,Sassoon,Siegfried,A_03030,,London,Faber & Faber,1928,k,British,,,CTRL
2293,11239,00011239.txt,80,Lord Peter views the body,Sayers,Dorothy L.,A_03040,,London,V. Gollancz,1928,k,British,,,PARG
2295,11241,00011241.txt,291,Orlando,Woolf,Virginia,A_03708,,London,L. & V. Woolf at the Hogarth Press,1928,k,British,,,SENT
2299,11245,00011245.txt,43,All else is folly,Acland,Peregrine,A_00010,,New York,"""Coward-McCann, Inc.""",1929,k,Canadian,,,PARG
2305,11251,00011251.txt,16,The partnership,Bentley,Phyllis Eleanor,A_00264,,Boston,Little,1929,k,British,,,SENT
2307,11253,00011253.txt,26,Poet and the lunatics,Chesterton,G. K.,A_00638,,London,Darwen Finlayson,1929,k,British,,,SENT
2313,11259,00011259.txt,51,Caprice,Firbank,Ronald,A_01164,,London,uckworth,1929,k,British,,,SENT
2315,11261,00011261.txt,30,A silent witness,Freeman,R. Austin,A_01255,,New York,"""Dodd, Mead & Co.""",1929,k,British,,,PARG
2320,11266,00011266.txt,53,Poet's Pub,Linklater,Eric,A_02087,,London,J. Cape,1929,k,Scottish,,,PARG
2324,11270,00011270.txt,14,Magic for Marigold,Montgomery,L. M.,A_02448,,New York,A.L. Burt,1929,k,Canadian,,,SENT
2328,11274,00011274.txt,31,The purple cloud,Shiel,M. P.,A_03115,,London,V. Gollancz,1929,k,British,,c,NOVL
2335,11281,00011281.txt,53,Mystery Mile,Allingham,Margery,A_00055,,Garden City/N.Y.,George H. Doran Co.,1930,k,British,,,CTRL
2337,11283,00011283.txt,29,Cyrano,Bedford-Jones,H.,A_00227,,New York/London,G.P. Putnam's Sons,1930,k,Canadian,,,CTRL
2338,11284,00011284.txt,110,The man who made gold,Belloc,Hilaire,A_00241,,London,Arrowsmith,1930,k,British,,,SENT
2345,11291,00011291.txt,17,Plain murder,Forester,C. S.,A_01221,,London,J. Lane,1930,k,British,,,CTRL
2357,11303,00011303.txt,16,The weatherhouse,Shepherd,Nan,A_03107,,London,Constable,1930,k,Scottish,,,SENT
2366,11312,00011312.txt,218,Very good: Jeeves,Wodehouse,P. G.,A_03684,,Garden City/N.Y.,George H. Doran Co.,1930,k,British,,,PARG
2368,11314,00011314.txt,18,Look to the lady,Allingham,Margery,A_00055,,London,ngl& : Heinemann,1931,k,British,,,NOVL
2372,11318,00011318.txt,10,Old wives' tale,Bennett,Arnold,A_00255,,,"""Tokyo, Kenkyusha""",1931,k,British,,,SENT
2373,11319,00011319.txt,34,Friends and relations,Bowen,Elizabeth,A_00344,,London,Constable & Co.,1931,k,Irish,,,PARG
2378,11324,00011324.txt,15,The Bull Moose,Burghard,Sidney Groves,A_00477,1.0,Philadelphia,J.B. Lippincott Co.,1931,k,British,,,PARG
2383,11329,00011329.txt,24,Saturday night at the Greyhound,Hampson,John,A_01529,,New York,Alfred A. Knopf,1931,k,British,,,CTRL
2387,11333,00011333.txt,160,The corn king and the spring queen,Mitchison,Naomi,A_02434,,London,J. Cape,1931,k,Scottish,,,CTRL
2388,11334,00011334.txt,46,A tangled web,Montgomery,L. M.,A_02448,,Toronto,McClell& & Stewart,1931,k,Canadian,,,SENT
2394,11340,00011340.txt,11,Scaramouche the kingmaker,Sabatini,Rafael,A_03001,,London,Hutchinson & Co.,1931,k,Italian,,,SENT
2396,11342,00011342.txt,15,My mother's house,Tobias,Lily,A_03390,,London,Allen & Unwin,1931,k,Welsh,,,CTRL
2404,11350,00011350.txt,42,The place of the lion,Williams,Charles,A_03637,,London,"""Mundanus Ltd., V. Gollancz""",1931,k,American,,,CTRL
2408,11354,00011354.txt,34,Drums of Dambala,Bedford-Jones,H.,A_00227,,New York,Covici-Friede Publishers,1932,k,Canadian,,,SENT
2412,11358,00011358.txt,37,The moon of much gladness,Bramah,Ernest,A_00379,,London,etc. Cassell & Co.,1932,k,British,,c,SENT
2414,11360,00011360.txt,18,The Castleford conundrum,Stewart,Alfred Walter,A_03264,1.0,Boston,Little,1932,k,British,,,PARG
2419,11365,00011365.txt,15,When rogues fall out,Freeman,R. Austin,A_01255,,London,Hodder & Stoughton,1932,k,British,,,PARG
2420,11366,00011366.txt,831,Flowering wilderness,Galsworthy,John,A_01295,,New York,Charles Scribner's Sons,1932,k,British,,,PARG
2424,11370,00011370.txt,44,The lost glen,Gunn,Neil M.,A_01482,,Edinburgh,Porpoise Press,1932,k,Scottish,,,NOVL
2428,11374,00011374.txt,97,Royal flush,Irwin,Margaret,A_01756,,London,Chatto & Windus,1932,k,British,,,NOVL
2431,11377,00011377.txt,16,Roundabout way,MacNeice,Louis,A_02197,,New York/London,& Putnam,1932,k,Irish,,,CTRL
2439,11385,00011385.txt,37,Last men in London,Stapledon,Olaf,A_03232,,London,Methuen,1932,k,British,,c,SENT
2441,11387,00011387.txt,110,Black mischief,Waugh,Evelyn,A_03538,,New York,"""Farrar & Rinehart, Inc.""",1932,k,British,,,CTRL
2446,11392,00011392.txt,20,Sad cypress,Christie,Agatha,A_00647,,,Leicester Engl& : Ulverscroft,1933,k,British,,,CTRL
2449,11395,00011395.txt,96,The way beyond,Farnol,Jeffery,A_01129,,Boston,"""Little, Brown, & Co.""",1933,k,British,,,SENT
2452,11398,00011398.txt,18,Why shoot a butler?,Heyer,Georgette,A_01642,,New York/London,"""Longmans, Green & Co.""",1933,k,British,,,CTRL
2461,11407,00011407.txt,52,The bride of Fu Manchu,Ward,Arthur Henry,A_03512,1.0,N.Y.,American Reprint Co.,1933,k,British,,,NOVL
2472,11418,00011418.txt,25,Shadows of ecstasy,Williams,Charles,A_03637,,London,Victor Gollancz,1933,k,American,,,NOVL
2473,11419,00011419.txt,189,Heavy weather,Wodehouse,P. G.,A_03684,,Boston,"""Little, Brown, & Co.""",1933,k,British,,,SENT
2475,11421,00011421.txt,135,The Ginger griffin,O'Malley,Mary Ann Dolling,A_02590,1.0,Boston,"""Little, Brown, & Co.""",1934,k,British,,,NOVL
2482,11428,00011428.txt,13,Winds of fortune,Farnol,Jeffery,A_01129,,London,"""Sampson Low, Marston & Co.""",1934,k,British,,,CTRL
2483,11429,00011429.txt,36,For the defence: Dr. Thorndyke,Freeman,R. Austin,A_01255,,London,Hodder & Stoughton,1934,k,British,,,CTRL
2485,11431,00011431.txt,25,Grey granite,Mitchell,James Leslie,A_02428,1.0,London,Jarrolds,1934,k,Scottish,,,CTRL
2487,11433,00011433.txt,707,I: Claudius,Graves,Robert,A_01438,,New York,Modern library,1934,k,British,,,SENT
2488,11434,00011434.txt,52,Butcher's broom,Gunn,Neil M.,A_01482,,Edinburgh,Porpoise Press,1934,k,Scottish,,,SENT
2496,11442,00011442.txt,110,Magnus Merriman,Linklater,Eric,A_02087,,New York,"""Farrar & Rinehart, Inc.""",1934,k,Scottish,,c,SENT
2504,11450,00011450.txt,46,In a province,Van der Post,Laurens,A_03449,,London,Leonard & Virginia Woolf at the Hogarth Press,1934,k,South African,,,NOVL
2506,11452,00011452.txt,7,Twisted clay,Walford,Frank,A_03487,,New York,Claude Kendall Publisher,1934,k,Australian,,,PARG
2513,11459,00011459.txt,22,Death in the clouds,Christie,Agatha,A_00647,,London,Published for the Crime Club by Collins,1935,k,British,,,NOVL
2521,11467,00011467.txt,66,Ripeness is all,Linklater,Eric,A_02087,,New York,"""Farrar & Reinhart, Inc.""",1935,k,Scottish,,,CTRL
2523,11469,00011469.txt,21,Crucible,McKinney,J. P,A_02345,,,"""Sydney, Angus & Robertson""",1935,k,Australian,,c,SENT
2525,11471,00011471.txt,9,Anne of Windy Poplars,Montgomery,L. M.,A_02448,,,S.l. : Frederick A. Stokes Co.,1935,k,Canadian,,,CTRL
2527,11473,00011473.txt,18,General Besserley's puzzle box,Oppenheim,E. Phillips,A_02612,,New York,P.F. Collier & Son,1935,k,British,,,PARG
2529,11475,00011475.txt,64,Gaudy night,Sayers,Dorothy L.,A_03040,,London,V. Gollancz,1935,k,British,,,SENT
2539,11485,00011485.txt,59,Cards on the table,Christie,Agatha,A_00647,,,Leicester : Ulverscroft,1936,k,British,,,PARG
2541,11487,00011487.txt,22,The ABC murders,Christie,Agatha,A_00647,,London,Published for the Crime Club by Collins,1936,k,British,,,CTRL
2544,11490,00011490.txt,39,Return to Coolami,Dark,Eleanor,A_00847,,London,Collins,1936,k,Australian,,,CTRL
2548,11494,00011494.txt,17,Behold: here's poison,Heyer,Georgette,A_01642,,London,Hodder & Stoughton,1936,k,British,,,NOVL
2554,11500,00011500.txt,16,None turn back,Jameson,Storm,A_01784,,London,Cassell,1936,k,British,,,PARG
2555,11501,00011501.txt,26,The undying monster,Kerruish,Jessie Douglas,A_01896,,New York,Macmillan Co.,1936,k,British,,,NOVL
2557,11503,00011503.txt,31,And call it accident,Lowndes,Marie Belloc,A_02139,,New York,"""Longmans, Green""",1936,k,British,,,SENT
2570,11516,00011516.txt,21,They found Atlantis,Wheatley,Dennis,A_03585,,Philadelphia/London,J.B. Lippincott Co.,1936,k,British,,,SENT
2571,11517,00011517.txt,42,Young men in spats,Wodehouse,P. G.,A_03684,,London,Jenkins,1936,k,British,,,PARG
2572,11518,00011518.txt,30,And Berry came too,Mercer,Cecil William,A_02371,1.0,New York,G.P. Putnam's Sons,1936,k,British,,,SENT
2573,11519,00011519.txt,23,Dancers in mourning,Allingham,Margery,A_00055,,London,W. Heinemann,1937,k,British,,c,CTRL
2582,11528,00011528.txt,12,The master spy,Gask,Arthur,A_01318,,London,H. Jenkins,1937,k,Australian,,,CTRL
2584,11530,00011530.txt,36,An infamous army,Heyer,Georgette,A_01642,,London/Toronto,Heinemann,1937,k,British,,,NOVL
2590,11536,00011536.txt,17,Adrift in the stratosphere,Low,A. M.,A_02135,,London,Blackie,1937,k,British,,,PARG
2594,11540,00011540.txt,45,Jane of Lantern Hill,Montgomery,L. M.,A_02448,,New York,Frederick A. Stokes,1937,k,Canadian,,,NOVL
2598,11544,00011544.txt,23,Death sits on the board,Street,Cecil,A_03290,1.0,New York,"""Dodd, Mead""",1937,k,British,,,SENT
2599,11545,00011545.txt,16,The harvest murder,Street,Cecil,A_03290,1.0,New York,"""Dodd, Mead & Co.""",1937,k,British,,c,NOVL
2601,11547,00011547.txt,54,Star Maker,Stapledon,Olaf,A_03232,,London,Methuen & Co. Ltd.,1937,k,British,,,CTRL
2604,11550,00011550.txt,22,Sally Lunn,Walmsley,Leo,A_03502,,New York,Macmillan Co.,1937,k,British,,,SENT
2610,11556,00011556.txt,67,The fashion in shrouds,Allingham,Margery,A_00055,,New York,George H. Doran Co.,1938,k,British,,,SENT
2618,11564,00011564.txt,17,Murder will speak,Stewart,Alfred Walter,A_03264,1.0,Boston,"""Little, Brown""",1938,k,British,,c,PARG
2620,11566,00011566.txt,29,National provincial,Cooper,Lettice Ulpha,A_00742,,New York,Macmillan Co.,1938,k,British,,,PARG
2627,11573,00011573.txt,9,The crowded street,Holtby,Winifred,A_01684,,London,John Lane,1938,k,British,,,CTRL
2635,11581,00011581.txt,42,Death in a white tie,Marsh,Ngaio,A_02241,,New York,Furman,1938,k,New Zealand,,,NOVL
2636,11582,00011582.txt,13,St. Peter's finger,Mitchell,Gladys,A_02427,,London,Michael Joseph,1938,k,British,,,SENT
2642,11588,00011588.txt,6,Step in the dark,White,Ethel Lina,A_03598,,London,"""Pub. for the Crime club, by Collins""",1938,k,British,,,PARG
2648,11594,00011594.txt,35,The smiler with the knife,Day Lewis,Cecil,A_00885,1.0,New York/London,Harper & Bros.,1939,k,British,,,NOVL
2651,11597,00011597.txt,7,No orchids for Miss Blandish,Chase,James Hadley,A_00619,,London,Jarrolds,1939,k,British,,,CTRL
2653,11599,00011599.txt,15,Don't get me wrong,Cheyney,Peter,A_00639,,London,Collins,1939,k,British,,,NOVL
2655,11601,00011601.txt,71,Murder is easy,Christie,Agatha,A_00647,,,"""Leicester, Ulverscroft""",1939,k,British,,,CTRL
2658,11604,00011604.txt,25,Fools' harvest,Cox,Erle,A_00767,,,Melbourne : Robertson & Mullen,1939,k,Australian,,,SENT
2659,11605,00011605.txt,19,Fatal venture,Crofts,Freeman Wills,A_00792,,London,Hodder & Stoughton,1939,k,Irish,,,NOVL
2665,11611,00011611.txt,26,Stop press,Stewart,J. I. M.,A_03268,1.0,London,V. Gollancz ltd.,1939,k,Scottish,,,PARG
2677,11623,00011623.txt,50,Coming up for air,Orwell,George,A_02616,,London,V. Gollancz,1939,k,British,,,PARG
2682,11628,00011628.txt,35,The drums of Fu Manchu,Ward,Arthur Henry,A_03512,1.0,New York,George H. Doran Co.,1939,k,British,,,CTRL
2683,11629,00011629.txt,796,The Brandons,Thirkell,Angela,A_03357,,New York,Alfred A. Knopf,1939,k,British,,,PARG
2687,11633,00011633.txt,19,Miss Pettigrew lives for a day,Watson,Winifred,A_03533,,New York,D. Appleton & Co.,1939,k,British,,,SENT
2690,11636,00011636.txt,276,Uncle Fred in the springtime,Wodehouse,P. G.,A_03684,,New York,George H. Doran Co.,1939,k,British,,,CTRL
2692,11638,00011638.txt,13,Black plumes,Allingham,Margery,A_00055,,London,William Heinemann,1940,k,British,,,NOVL
2698,11644,00011644.txt,14,You can't keep the change,Cheyney,Peter,A_00639,,London,Collins,1940,k,British,,,PARG
2699,11645,00011645.txt,218,And then there were none,Christie,Agatha,A_00647,,New York,"""Dodd, Mead""",1940,k,British,,,CTRL
2703,11649,00011649.txt,845,Whiteoak heritage,De la Roche,Mazo,A_00892,,Boston,"""Little, Brown""",1940,k,Canadian,,,CTRL
2705,11651,00011651.txt,6,The house on the fens,Gask,Arthur,A_01318,,London,Herbert Jenkins,1940,k,Australian,,,NOVL
2712,11658,00011658.txt,89,Last train out,Oppenheim,E. Phillips,A_02612,,Boston,"""Little, Brown""",1940,k,British,,,CTRL
2720,11666,00011666.txt,18,Bushranger of the skies,Upfield,Arthur W.,A_03441,,,Sydney : Angus & Robertson,1940,k,British,,,PARG
2725,11671,00011671.txt,35,Sick heart river,Buchan,John,A_00449,,Toronto,Musson Book Co.,1941,k,Scottish,,,PARG
2726,11672,00011672.txt,7,It couldn't matter less,Cheyney,Peter,A_00639,,London,Collins,1941,k,British,,,SENT
2728,11674,00011674.txt,124,Evil under the sun,Christie,Agatha,A_00647,,New York,"""Dodd, Mead & Co.""",1941,k,British,,,NOVL
2730,11676,00011676.txt,55,Parents and children,Compton-Burnett,I.,A_00708,,London,Gollancz,1941,k,British,,,SENT
2744,11690,00011690.txt,34,The survivor,Parry,Dennis,A_02658,,New York,Henry Holt & Co.,1941,k,British,,,CTRL
2745,11691,00011691.txt,28,The island of Fu Manchu,Ward,Arthur Henry,A_03512,1.0,New York,George H. Doran Co.,1941,k,British,,,SENT
2746,11692,00011692.txt,17,The man who loved children,Stead,Christina,A_03235,,London,Peter Davies,1941,k,Australian,,,NOVL
2748,11694,00011694.txt,11,Eagle's feathers,Tranter,Nigel G,A_03409,,London,"""Ward, Lock""",1941,k,Scottish,,,PARG
2758,11704,00011704.txt,87,The body in the library,Christie,Agatha,A_00647,,New York,"""Dodd, Mead & Co.""",1942,k,British,,,PARG
